,,,,,,,,,,
Stack Overflow Discussions,,,,,,,,,,
Id,OwnerUserId,CreationDate,Tags,AnswerCount,CommentCount,FavoriteCount,ViewCount,Score,Title,Body
2303999,174701,2010-02-20 22:27:41,<embedded><model-driven-development><rhapsody>,3,0,1,905,7,What is your review process for Rhapsody development?,"<p>My team is using the IBM's Rhapsody tool to do real-time embedded development. Unfortunately, we are unhappy with our current review process.</p>

<p>More specifically, we've had difficulty because:</p>

<ul>
<li>there is a lack of a good diff tool for diagram changes</li>
<li>the Rhapsody diff tool doesn't generate reports that you can use in a review</li>
<li>source file history is spotty because source files are products in MDD thus not configured in a VCS at a high granularity</li>
<li>running diffs on source code sometimes pulls in unrelated changes made by other devs</li>
<li>sometimes changing a property of a model element changes dozens of source files</li>
<li>it's easy to change a source file through a property change and not know it</li>
</ul>

<p>Does anyone have any tips for making peer reviews on Rhapsody development robust but low-hassle? Any best practices and lessons learned you would like to share? I'm not looking for a mature process write-up; tidbits I didn't know about would be great.</p>
"
1872955,226480,2009-12-09 10:21:02,<unit-testing><uml><mda><model-based-testing>,1,0,0,1099,0,Rhapsody TestConductor Experiences,"<p>I was wondering whether anybody out there is actively using <em>Rhapsody TestConductor</em>? Or has tried it for a while, but then decided to turn it down for a particular reason?
If so, <em>what are your experiences</em>, in which field do you apply it, what are the shortcomings, or why did you turn it down?</p>

<p>At the moment we're considering TestConductor as our tool of choice for testing as it's already integrated into Rhapsody, and would like to find out how applicable it is to our project (btw, we're using Rhapsody 7.4 in C).</p>

<p>P.S: Recommendations on good books about Model Based Testing are also appreciated.</p>
"
1864578,78453,2009-12-08 4:25:26,<embedded><methodology><real-time><model-driven-development>,4,0,2,941,4,What are good tools for using Model Driven Development with Embedded work?,"<p>I believe there has been some up-take of model-driven development / engineering (aka OMGs model driven architecture) in the real-time and embedded software development sectors. What tools and tool vendors have people had experience with? </p>

<p>Google gives me lots of academic papers and a vendor or two (IBMs Rational Rose Technical Developer and VisSim).</p>

<p>Additionally, any information on model format (UML?), target languages/environments for the platform specific models (C? RTOSs?), and testing (logic-based?) would be greatly appreciated.</p>
"
620188,74806,2009-03-06 19:49:53,<testing><model><model-driven><mbt>,6,0,0,7722,4,Recommended Model Based Testing Tools,"<p>Does anyone have any suggestions on what Model Based Testing Tools to use? Is Spec Explorer/SPEC# worth it's weight in tester training?</p>

<p>What I have traditionally done is create a Visio Model where I call out the states and associated variables, outputs and expected results from each state. Then in a completely disconnected way, I data drive my test scripts with those variables based on that model. But, they are not connected. I want a way to create a model, associate the variables in a business friendly way, that will then build the data parameters for the scripts.</p>

<p>I can't be the first person to need this. Is there a tool out there that will do basically that? Short of developing it myself.</p>
"
119815,3966,2008-09-23 8:23:29,<java><hibernate><domain-driven-design><hbm><mda>,1,0,0,432,0,Transform .HBM model to annotated pojos,"<p>We have our domain model declared in rusty old hbm files,  we wish to move to POJOs annotated with the javax.persistence.* annotations.</p>

<p>Has anyone had experience doing so?  </p>

<p>Are there tools that we could employ?</p>
"
51660,123,2008-09-09 11:38:54,<model-driven>,7,0,1,1039,5,Metamodelling tools,"<p>What tools are available for metamodelling? </p>

<p>Especially for developing diagram editors, at the moment trying out <a href=""http://www.eclipse.org/modeling/gmf/"" rel=""nofollow noreferrer"">Eclipse GMF</a></p>

<p>Wondering what other options are out there? 
Any comparison available?</p>
"
34046283,4850941,2015-12-02 15:16:50,<model><dsl><model-driven-development>,1,0,0,282,1,Differences between MDSD & MDD,"<p>I would like to know if there is any difference between:</p>

<ol>
<li>Model-Driven Software Development (MDSD)</li>
<li>Model-Driven Development (MDD)</li>
</ol>

<p>I always find these two terms in many articles and public literature, but no one highlights the differences.</p>
"
25505240,413531,2014-08-26 11:54:47,<php><code-generation><dsl><abstraction><model-driven-development>,1,2,1,230,2,"PHP: Generate code from abstraction (xml, json, data base, ...)","<p><em><strong>Note</strong> Feel free to suggest a better title as I think 'generate code' and 'abstraction' might not be the best expressions for what I want to ask :)</em></p>

<p>I'm looking for a <strong>good pattern/standard way</strong> to generate PHP code from some sort of abstraction layer.</p>

<h2>Example</h2>

<p>I've built a set of classes that act es text-processing filters. These filters can be chained together to transform some input-text into some other output text, e.g.</p>

<pre><code>Input ""Hello 'CRUEL' World"" 
&gt;&gt; RegexFilter('(.*?)') [extract everything between '']
&gt;&gt; ToLowerFilter [lowercase the extracted text]
Output: cruel
</code></pre>

<p><strong>Resulting Code</strong></p>

<p>The corresponding source code looks something like this:</p>

<pre><code>$input = ""Hello 'CRUEL' world"";
$pattern = ""#(.*?)#"";
$first = new RegexFilter($pattern);
$second = new ToLowerFilter();
$first-&gt;setNextFilter($second);
$ouput = $first-&gt;Transform($input);
echo $output; // cruel
</code></pre>

<p>I would like to create some sort of <em>abstraction layer</em>, so that the end user (non-programmer) can built his own filter chain without writing code by himself. By ""abstraction"" I mean something like XML, JSON, stored in a database, etc.</p>

<p><strong>XML example (suggestion)</strong> </p>

<pre><code>&lt;filters&gt;
 &lt;filter name='Regex'&gt;
  &lt;properties&gt;
   &lt;property name='pattern'&gt;'(.*)'&lt;/property&gt;
  &lt;/properties&gt;
  &lt;nextfilter name='ToLower'&gt;
   &lt;properties/&gt;
  &lt;/filter&gt;
 &lt;/filter&gt;
&lt;/filters&gt; 
</code></pre>

<p><strong>Remark</strong>: The example is very simplistic. Think of more advanced things like ""complex objects as properties for filters"", ""inheritance of filters"" (the above filter could get the name ""RegexToLowerFilter"" and can be referenced by other filters), etc.</p>

<p><strong>Approaches / Ideas</strong></p>

<p>Is there standard way to tackle this sort of problem? So far I've thought of building a custom XML, JSON, etc. serializer/deserializer for every filter but that seems like a lot of work and is potentially error prone because it's done individually for every filter. Further I guess that would require to make <em>every possible dependency</em> also serilizable in the same fashion - which can be problematic when using third party libraries (e.g. <a href=""https://github.com/Peekmo/JsonPath/"" rel=""nofollow"">JsonPath</a>).</p>

<p>I suppose the most elegant way would be the creation of <a href=""http://en.wikipedia.org/wiki/Domain-specific_programming_language"" rel=""nofollow"">Domain Specific Language</a>. Unfortunately building a compiler is not the easiest task and probably not always appropriate for every problem in that space. (Then again, feel free to correct me :))</p>

<p><strong>TL;DR</strong></p>

<p>I'm looking for a suitable way / pattern to built an abstraction layer between the (non-progammer) end user and my source code. The solution should take the ""simplified"" abstraction and ""generate"" the corresponding code.</p>
"
22513896,3100186,2014-03-19 17:39:34,<uml><system-design><mda><mde>,4,2,1,608,2,What is the differences between Traditional code-based engineering and model-driven engineering approaches?,"<p>I've found this paragraph in the literature but I didn't understand the meaning of it</p>

<blockquote>
  <p>Design practice is moving from traditional code-based engineering,
  with a strong division of work along the development life cycle, to
  model-driven engineering approaches where all people in the design
  flow can have their saying on the models.</p>
</blockquote>

<p>Any help would be very appreciated</p>
"
49150984,5385862,2018-03-07 11:37:56,<database><mda>,1,0,0,51,0,MDA (Model Driven Architecture),"<p>I have a doubt about MDA. </p>

<p>And this is my doubt, 
I can used the MDA concepts in a architecture that is not related to it(e.g ER), ?</p>
"
14922826,606726,2013-02-17 15:42:01,<mda><model-driven-development><mde>,3,0,0,523,2,How much is Eclipse EMF related to the OMG MDA standard?,"<p>I am looking for a new MDA tool to try out for modelling and code generation. This is not for any work related project yet, but for testing purposes. I only used the Merode approach until now (using jMermaid for modelling and the accompagnied code generator) but want to try out something new.</p>

<p>Since EMF is integrated in Eclipse I see a lot of positive reasons to try it out. But after reading some documentation and online articles, I wonder how much it adopts the OMG MDA standards and how much it doesn't.</p>

<p>For example I found the following text </p>

<blockquote>
  <p>If, on the other hand, you have already bought into the idea of modeling, and even the Model Driven Architecture (MDA) big picture,3 you should think of EMF as a technology that is moving in that direction, but more slowly than immediate widespread adoption. You can think of EMF as MDA on training wheels.</p>
</blockquote>

<p>on <a href=""http://www.informit.com/articles/article.aspx?p=1323360&amp;seqNum=2"" rel=""nofollow"">http://www.informit.com/articles/article.aspx?p=1323360&amp;seqNum=2</a></p>

<p>But I can nowhere find a concise list of what points of the OMG standard are implemented and which ones are left out or interpreted differently. Anyone that can help out with that?
(And if there are other, more recommended tools, I'm always open to suggestions.)</p>
"
14040951,536299,2012-12-26 13:01:22,<hibernate><domain-driven-design><hbm2ddl><model-driven-development>,1,0,0,103,0,Generic term for hbm2ddl.auto (entity classes to DDL) capability,"<p>I would like to know what the <strong>generic term</strong> is for hibernate's Entity classes to DDL (<strong>hbm2ddl</strong>) capability.</p>

<p>Is it <strong><em>Domain Driven Design</em></strong> or <strong><em>Model Driven Development</em></strong> or something else?</p>
"
2485746,280391,2010-03-21 3:05:24,<uml><modeling><model-driven-development>,12,8,7,6133,19,Is UML a programming language?,"<p>Could UML be used to program a computer system on its own, without a supporting implementation language, e.g. diagrams straight to machine code (maybe via C or C++ etc), without human coding intervention.</p>
"
5265897,175399,2011-03-10 21:04:54,<code-generation><generator><mdd>,2,2,0,254,0,Is implementing a code generator a sort of model driven design/ model driven software developement?,"<p>Is implementing a code generator a sort of model driven design/ model driven software developement or are both methods completely different?</p>

<p>For instance, when you use the Entity Framework code generation. Is this a kind of model driven design? </p>

<p>Does it makes any differents on using a model or a meta model when I use the term model driven design?</p>

<p>No more answers?</p>
"
5913704,742062,2011-05-06 15:37:19,<model><terminology><transformation><mdd>,3,0,2,1474,3,Model-driven development: What is a transform?,"<p>As I understand it, model-driven development (MDD) allows automation whereby programs/models are automatically generated from their corresponding models via the application of transformations.</p>

<p>All I know about transformations is that they are some way of storing a developer's platform-specific expertise. </p>

<p>But what exactly is a transformation?</p>
"
5897996,649727,2011-05-05 12:53:41,<haskell><functional-programming><model-driven-development>,2,2,4,1424,5,Model-driven Software Development vs. Haskell,"<p>Just reading the (german) Wiki-Article about Model-Driven SW-Development (MDSD). Summing up the Wiki-Definition: </p>

<ul>
<li>MDSD is about the DRY-Principle (Dont repeat youself)</li>
<li>MDSD is about the Design of DSLs (Domain Specific Languages) and Generators</li>
<li>More concise description of problems (through the higher level of abstraction of the respective DSLs) is possible through MDSD.</li>
</ul>

<p>Since I know and use higher-order functional programming I wonder, and my actual question is: 
Is MDSD nothing but a desparate attempt to inject (a part of) the powerful features higher-order functional programming offers into programming languages / paradigms which inherently lack those features?</p>

<p>(Or did I misunderstand and could MDSD even be used to substantially support higher-order functional programming?)</p>
"
16648305,2277094,2013-05-20 11:16:27,<platform-independent><mda><model-driven-development>,2,0,0,149,0,Are the Model-driven architecture feasible?,"<p>I want to ask some questions about MDA:</p>

<p>First, I know that there exist tools that you can write code in one language and then the code be generated in another, for example in 'GWT' Java code is transformed to Javascript, or some mobile development tools that transform HTML+Javascript to native code for different platforms. Are these transformations consider as MDA or is something different?</p>

<p>Except that using MDA part of the code is generated automatically are there any other reason that increase programmer's productivity?</p>

<p>Compared to traditional development, will switching to MDA worth the value (immediately) and is that possible in reality?</p>
"
9523258,356011,2012-03-01 20:09:13,<java><architecture><metaprogramming><mda>,3,1,1,963,5,Is model driven architecture worth it and what is the state of the art in the tooling?,"<p>We have a recurring problem in our shop where we end up with 3 or 4 different representations of the same class/entity.  </p>

<p>A java version, an xml version, a hibernate version, a json version... you get the point.  </p>

<p>Obviously this creates maintenance problems.</p>

<p>Model driven architecture is probably more than this, but what I'd really like is a system that lets me define a class or an entity once, in one way, and then generate various representations.  (maybe I am not using the correct terminology for this)</p>

<p>It really isn't that straight forward, of course, because let's say we have a java object that we want to turn into JSON for sending over the wire - there might not be an exact 1-1 correspondence between the members in the java object to the fields in JSON - there might be some optimizations, or whatever.</p>

<p>I've looked at things like AndroMDA and EMF in the past, and found them either lacking or clumsy.  I do not know how they stack up these days, or what other systems there are.</p>

<p>What are SO's opinions on MDA and or meta-data driven programming?   Have the tools become mature enough for serious consideration?</p>

<p>Thanks.</p>
"
4837002,294000,2011-01-29 12:57:25,<uml><mdd>,3,0,2,438,2,I don't like MDD but like UML - why should I use MDD if I think it is useless ?,"<p>I am a java software developer/architect and I like UML.</p>

<p>Saying that I also hate the java generated code.</p>

<p>I don't see any value trying to generate the skeleton of my application: </p>

<ul>
<li>creating empty classes is really easy and I don't need a tool to do that</li>
<li>also I cannot reuse the generated code because the way it is generated makes it impossible to reuse</li>
</ul>

<p>The dilemma for me is that my requirements changed so quickly that I need to be able to implement the new demand immediately into an existing code. </p>

<p>My problem is that if I generate my code from my model and then manually develop inside the generated codebase, I cannot generate code again using a model because my modification would be erased. </p>

<p>Except I copy/paste the changes back and forth. That is an enormous effort for too few results. Therefore I do not use MDD but still use a lot UML.</p>

<h1>Could UML be successful in a project without MDD code generation ?</h1>

<p>I am asking this question because I have a new boss who wants to introduce full MDD process with IBM RSA and today I prefer to have live code and model synchronization or merge with Omondo. </p>

<ul>
<li>Why change a running and proven system? </li>
<li>Why systematically generate code from a model while I can do it directly in the code and just merge it later with the model?</li>
<li>Why get crap database code generation which cannot even be deployed while I can add stereotype in order to get java annotation and use them with hibernate to generate my database?</li>
</ul>

<p>One of the reason for boss's change is to get a better project documentation in HTML format. I highly doubt this and think he is looking for more control on delivery and does not know what else to invent!</p>

<p>Other argumentative reasons: </p>

<ul>
<li>Use a product from a large and stable company. </li>
<li>Have a full model available which could be deployed in any other language. <br/>
(This is why for me MDD is stupid because it is impossible to deploy on any platform any server, any database just from a model. So why to waste my time?)</li>
</ul>

<p>Please give me some arguments in order to come back at next meeting and crash this stupid new MDD fan who wants to reorganize the way we work today!</p>
"
3096702,27083,2010-06-22 20:03:41,<mda><model-driven-development><mdsd>,5,1,1,1095,7,Is there a MDSD/MDA success story for a real world application?,"<p>I am currently facing a situation where I as an advocate of test driven development have to compete with an advocate of model driven software development (MDSD) / model driven architecture (MDA).</p>

<p>In my opinion, code generation is a valuable tool in my toolbox and I make heavy use of templates and automation when needed. I also create diagrams in UML when I think this helps to understand the inner working or to discuss architecture on the white board. However, I strongly doubt that creating software via UML (creating statecharts and sequence diagrams to create working code not only skeletons of code) is more efficient for multi tier applications (database layer, business/domain layer and a Gui, maybe even distributed). It seems to me when it comes to MDSD, the CASE tooling suddenly isn't just a tool anymore but it is the thing to satisfy: As I see it, on the one hand, MDSDevelopers profit from the higher abstraction UML gives them but at the same time they are struggling with modifing the codegenerator/template/engine to fullfill their needs which might be easily implemented (and tested) if used another tool out of their toolbox (VisualStudio, Eclipse,...).</p>

<p>All this makes me wonder if there has been a success story (suceess being that the product was rolled out in time, within the budged and with only few bugs and parts of the software have been reused later on) for a real world application which fullfills this creteria and has been developed using a strict model driven approach: </p>

<ul>
<li>it has nothing to do with the the Object Management Group (OMG) or with consultants related to MDSD/MDA/SOA/</li>
<li>the application is not related to Business Process Modelling and is not a CASE tool itself</li>
<li>the application is actively used by end user</li>
<li>it has at least three tiers, including a user interface which goes beyond displaying raw table values and is not one of the common MDA/MDSD examples (""how to model a coffee machine, traffic light, dishwasher"").</li>
</ul>
"
2702206,58523,2010-04-23 21:56:34,<architecture><mda>,4,1,1,1899,5,What are the benefits and risks of moving to a Model Driven Architecture approach?,"<p>I work for a company with about 350 employees and we are in the process of growing.  Our current codebase is not structured very well and we are looking both at how to improve it immediately (by organizing objects into namespaces, separating concerns, etc.) and moving to a model driven architecture approach, where we model and design everything first with uml, then generate code from that model.  We have been looking heavily at Sparx Systems Enterprise Architect (EA) (which is UML 2.0 capable) and we are also considering the tools in VS 2010.  I know there are other tools out there (Rational XDE being one) but I really do not think we can spend $1500+ per license at this point.  </p>

<p>I'm not looking for answers on which tool is better than another but more for experiences moving from a cowboy coding environment (that is, little planning and design, just jump in and start coding) to a model driven architecture. Looking back was it helpful to your organization?  What are the pain points?  What are the risks?  What are the benefits?</p>
"
696021,80112,2009-03-30 4:46:17,<architecture><mda>,5,0,6,1442,9,"Are you doing MDA (Model Driven Architecture) right now? If so, what tools do you use, and how is it working out?","<p>Model Driven Architecture is the idea that you create models which express the problem you need to solve in a way that is free of any (or at least most) implementation technologies, and then you generate implementation for one or more specific platforms. The claim is that working at a higher level of abstraction is far more powerful and productive. In addition, your models outlive technologies (so you still have something when your first language / platform becomes obsolete that you can use for your next generation solution). Another key claimed benefit is that much of the boilerplate and ""grunt work"" can be generated. Once the computer understands the semantics of your situation, it can help you more.</p>

<p><em>Some claim this approach is 10 times more productive, and that it is <strong>the way</strong> we will all be building software in 10 years.</em></p>

<p>However, this is all just theory. I am wondering what the outcomes are when the rubber meets the road. Also, the ""official"" version of MDA is from the <a href=""http://omg.org"" rel=""nofollow noreferrer"">OMG</a>, and seems very heavy. It is heavily based on UML, which might be considered good or bad depending on who you ask (I'm leaning towards ""bad"").</p>

<p>But, in spite of those concerns, it is hard to argue with the idea of working at a higher level of abstraction and ""teaching"" the computer to understand the semantics of your problem and solution. Imagine a series of ER models which simply express truth, and then imagine using those to generate a significant portion of your solution, first in one set of technologies and then again in another set of technologies.</p>

<p>So, <strong>I'd love to hear from people who really are doing MDA right now (""official"" or not). What tools are you using? How is it working out? How much of the theoretical promise have you been able to capture? Do you see a true 10X effectiveness increase?</strong></p>
"
656522,76661,2009-03-18 0:18:28,<eclipse><mda>,2,0,0,524,3,Real-World QVT,"<p>QVT (Query View Transformation) is a OMG specification of a Model-to-Model transformation language. Some tools already implement it (Eclipse, androMDA). I'm wondering whether it is really used in real-world cases. Will it ever take off and be used to tackle real-world problems? Is anybody using the QVT language?</p>
"
308803,0,2008-11-21 13:43:45,<code-generation><mda><oslo><mdd>,3,0,3,1005,4,What is model driven development good for?,"<p>Microsoft, of Cairo fame, is working on Oslo, a <a href=""http://www.microsoft.com/soa/products/oslo.aspx"" rel=""nofollow noreferrer"">new modeling platform</a>. Bob Muglia, Senior Vice President of Microsoft Server &amp; Tools Business, states that the benefits of modeling have always been clear.</p>

<p>In simple, practical terms, what are the clear benefits that Oslo bestows upon its users?</p>
"
21091,1793,2008-08-21 20:29:48,<paradigms><model-driven>,9,0,4,1267,7,"Do you use MDA/MDD/MDSD, any kind of model-driven approach? Will it be the future?","<p>Programming languages had several (r)evolutionary steps in their history. Some people argue that model-driven approaches will be The Next Big Thing. There are tools like openArchitectureWare, AndroMDA, Sculptor/Fornax Platform etc. that promise incredible productivity boosts. However, I made the experience that it is either rather easy in the beginning to get started but as well to get stuck at some point when you try something that was unanticipated or pretty hard to find enough information that tells you how to start your project because there may be a lot of things to consider.</p>

<p>I think an important insight to get anything out of model-driven something is to understand that the model is not necessarily a set of nice pictures or tree model or UML, but may as well be a textual description (e.g. a state machine, business rules etc.).</p>

<p>What do you think and what does your experience tell you? Is there a future for model-driven development (or whatever you may want to call it)?</p>

<p><strong>Update:</strong> There does not seem to be a lot of interest in this topic. Please let me know, if you have any (good or bad) experience with model-driven approaches or why you think it's not interesting at all.</p>
"
70781,11562,2008-09-16 9:41:12,<model-driven-development><mdsd>,8,0,3,1100,8,What do you think of Model-driven Software Development?,"<p>I'm really interested to hear what you think about Model-driven Software Development for Java and/or .NET.</p>

<p>Does it save time? Does it improve quality?</p>
"
7402003,318292,2011-09-13 12:39:09,<java><eclipse><acceleo><mdd><xpand>,5,0,0,2287,2,What is the difference between Acceleo and Xpand?,"<p>I have a DSL which is based on a custom metamodel, which in its turn is based on EMF/Ecore. I am trying to figure out which solution to choose, and I cant find any decent comparisons anywhere.</p>

<p>Does anyone have any reasons why I should choose one over the other?</p>

<p>What I know so far is that Acceleo uses a OMG standardized language, but it seems harder to use than Xpand.</p>
"
5797475,433392,2011-04-26 23:02:17,<compiler-construction><interpreter><mdsd>,2,0,0,61,1,How compares MDSD to model interpretation coding-style,"<p>Hopefully, this question isn't too generic:</p>

<p>Conventionally, <a href=""http://en.wikipedia.org/wiki/Model-driven_engineering"" rel=""nofollow"">MDSD</a> is defined as the conversion of model specifications into sources of compilable programs.</p>

<p>Besides this, one could interpret a model.</p>

<p>While interpretation typically tends to be slower, the deployment of an updated model could be simpler.</p>

<p>In general: Why would one compile a model using MDSD? When should one interpret models?</p>
"
262279,2894,2008-11-04 16:13:04,<dsl><model-driven-development><mdsd>,5,0,1,715,3,Tools (Best Practices?) for model driven development?,"<p>Model Driven Software Development.</p>

<p>As I understand it it raises the abstraction level of the design to better reflect the domain the software will attempt to run in.  That's alot to say in just one sentence.</p>

<p>The communication between the domain experts (customer) and the developers is crucial to make this methodology work.  What I want to know is if there is a tool suite or set of best practices that will help in the initial thrust of MDSD?  Once the domain is fleshed out what about mapping that model to an ORM (or whatever)?  </p>

<p>I am just diving into the realm of MDSD and DSL so any constructive ideas or comments will be appriciated.</p>
"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Software Enginnering Stack Exchange Discussions,,,,,,,,,,
Id,OwnerUserId,CreationDate,Tags,AnswerCount,CommentCount,FavoriteCount,ViewCount,Score,Title,Body
312909,147933,2016-03-16 12:14:34,<java><validation><pattern-matching><mdd>,3,0,,384,4,How to report multiple errors as a result of validation?,"<p>I have a class that transforms a complex model, for example an abstract syntax tree or intermediate model. The model can be either valid, invalid or partially invalid, i.e. it contains errors but some parts of it are valid and can be processed further.</p>

<p>The most simple error reporting is to use exceptions:</p>

<pre><code>public class Transformer {
    public TargetModel transform(SourceModel model)
      throws InvalidModelException {
        // ...
    }
}
</code></pre>

<p>Obviously this doesn't allow to report multiple errors (at least if you don't attach further information to the exception) and exceptions should be for exceptional situations.</p>

<p>Martin Fowler addressed this problem in his article <em><a href=""http://martinfowler.com/articles/replaceThrowWithNotification.html"" rel=""nofollow"">Replacing Throwing Exceptions with Notification in Validations</a></em>. If you apply his method to the problem you have something like this:</p>

<pre><code>public abstract class Problem {
    // ...
}

public final class ProblemA {
    // ...
}

public final class ProblemB {
    // ...
}

public class Transformer {
    public static final class TransformationResult {
        private Collection&lt;Problem&gt; problems;
        private Optional&lt;TargetModel&gt; targetModel;
        // ...
    }

    public TransformationResult transform(SourceModel model) {
        // ...
    }
}
</code></pre>

<p>You then either use the visitor pattern or <code>instanceof</code> checks to distinguish the errors. It's a trade-off between type-safety and verbosity.</p>

<p>Another possible solution would be to use the observer pattern:</p>

<pre><code>public class Transformer {
    public interface ProblemListener {
        public void onProblemA(...);
        public void onProblemB(...);
        // ...
    }

    public void addProblemListener(ProblemListener listener) {
        // ...
    }

    public void removeProblemListener(ProblemListener listener) {
        // ...
    }

    public TargetModel transform(SourceModel model) {
        // ...
    }
}
</code></pre>

<p>Using the observer pattern has the advantage that you don't have to accumulate the errors in memory and that excessive <code>instanceof</code> checks or visitors are not needed. On the other hand it obscures the control flow even more than the visitor pattern.</p>

<p>I think all solutions do not lead to readable code. In a functional language and with enough memory I would use the second solution but in Java structural pattern matching either entails <code>instanceof</code> checks or use of visitor pattern which are both verbose. Is there anything that I have overlooked? Or implications that I did not consider? What is your experience with any of the solutions?</p>
"
199244,65701,2013-05-24 8:25:30,<uml><modeling><diagrams><semantics><mdd>,3,0,0,949,3,UML modelling semantics,"<p>In today's lecture about Modelling techniques with respect to MDD using UML the lecturer stated that it's absolutely necessary to give a (possibly) textual description about the semantics of each diagram you produce.</p>

<p>In my opinion it's not necessary to describe semantics of diagram elements which are already standardized by UML. I can see that it's completely appropriate if you extend the standard UML by stereotypes/tagged values for any reason.</p>

<p>In contrast, I think that standardization has in the ordinary case the intention to let people reason and talk about diagrams without the need to explain semantics every time. The only precondition is of course that they all rely on the same UML specification. </p>

<p>Another point regarding MDD is that using different semantics from time to time for the same diagram kind makes code generation and automatic model transformation difficult in the end.</p>

<ol>
<li>Am I right with this notion?</li>
<li>Are there some inherent interpretation ambiguities in UML to make it more general usable?</li>
</ol>
"
196940,65701,2013-05-03 11:52:41,<architecture><uml><domain-model><mdd><modelling>,1,0,,196,0,Extending Composite Structure model generally/in Enterprise Architect,"<p>I'm currently on a project, which integrates domain specific techniques in the modelling tool Enterprise Architect through UML Profiles.</p>

<p>The domain specfic model almost matches the structure of the composite structure model, with a couple of restrictions though, so I'm trying to use the model as a foundation for my restrictions.</p>

<p>The questions: </p>

<p>1) How can I generally extend models (like composite structure models) which themselves lie in the M1-layer of Meta-Object Facility? </p>

<p>2) Is the element ""Part"" of composite structure diagrams a metaclass itself, which can be extended by stereotypes in UML profiles?</p>

<p>Since the literature on these topics is not very exhaustive, I'm also looking for suggestions, too.</p>
"
153656,32342,2012-06-20 19:58:54,<design><uml><mdd>,4,1,3,2924,16,"""UML is the worst thing to ever happen to MDD."" Why?","<p><a href=""http://www.cs.utexas.edu/~wcook/"">William Cook</a> in a <a href=""https://twitter.com/w7cook/status/215527404184158209"">tweet</a> wrote that: </p>

<p>""<em>UML is the worst thing to ever happen to MDD. Fortunately many people now realize this ...</em>""</p>

<p>I would like to know the reasoning behind that claim (apparently, I'm not referring to his personal opinion). </p>

<p>I've noticed that many people out there don't like UML that much. Also it is worth mentioning that he is in academia, where UML is preety much the holy grail of effective design and modelling.</p>
"
151804,966,2012-06-06 17:56:24,<open-source><mdd>,2,6,,761,0,Open source projects and MDD?,"<p>Model-driven development seems to have a lot of buzz in certain software engineering circles, but I've never encountered an open source MDD projects ""in the wild"". </p>

<p>Are any open source projects using model-driven development? (I don't just mean that there's some UML documentation, but that the primary artifacts that the developers manipulate are the models, rather than the code).</p>
"
120529,2286,2011-11-18 18:59:48,<abstraction><modeling><mdd>,2,2,1,1219,7,What's the real benefit of meta-modeling?,"<p>After reading several texts about meta-modeling I still do not really get the practical benefit. Sometimes I think it is only an interesting mind game but no useful tool. Sure it is wise to clarify your modeling vocabulary: some may say <em>class</em> where others say <em>entity</em> or <em>concept</em>, but this is just simple documentation your modeling terminology. Meta-modeling, as I understand it, is more complex, as it tries to formalize and abstract modeling. Some good examples are  Keet's <a href=""http://www.meteck.org/pubcmk.html#EMMSAD08"">formal comparison of conceptual data modeling languages</a> (UML, ERM and ORM) from academia and the Meta Object Facility (MOF) from industry. To me MOF looks as impractical as CORBA, which was also created by OMG. In theory you could use meta-modeling to transform and integrate models in different modeling languages, but is anyone actually doing this?  </p>
"
82496,21523,2011-06-08 14:38:17,<.net><uml><mdd>,4,0,,219,5,Is defining every method/state per object in a series of UML diagrams representative of MDA in general?,"<p>I am currently working on a project where we use a framework that combines code generation and ORM together with UML to develop software. Methods are added to UML classes and are generated into partial classes where ""stuff happens"". For example, an UML class ""Content"" could have the method DeleteFromFileSystem(void). Which could be implemented like this:</p>

<pre><code>public partial class Content
{
    public void DeleteFromFileSystem()
    {
        File.Delete(...);
    }
}
</code></pre>

<p>All methods are designed like this. Everything happens in these gargantuan logic-bomb domain classes.</p>

<p>Is this how MDA or DDD or similar usually is done? For now my impression of MDA/DDD (which this has been called by higherups) is that it severely stunts my productivity (everything must be done The Way) and that it hinders maintenance work since all logic are roped, entrenched, interspersed into the mentioned gargantuan bombs.</p>

<p><em>Please refrain from interpreting this as a rant - I am merely curious if this is typical MDA or some sort of extreme MDA</em></p>

<p><strong>UPDATE</strong></p>

<p>Concerning the example above, in my opinion Content shouldn't handle deleting itself as such. What if we change from local storage to Amazon S3, in that case we would have to reimplement this functionality scattered over multiple places instead of one single interface which we can provide a second implementation for.</p>
"
